duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses
311969882,49954166378,0,1783284707084799831,2500000,2500000,374.424886,0.000000,0.000000,3224.000000,933862661.000000,348669841.000000,87437582.000000,11798939.000000,107026797.000000,28349489.000000,14712882.000000,165074.000000
311271631,49954166378,0,1783284708010839604,2500000,2500000,373.745851,0.000000,0.000000,3224.000000,932170585.000000,348670323.000000,87437665.000000,11774907.000000,107026914.000000,28333956.000000,14766853.000000,148626.000000
305151937,49954166378,0,1783284708902181843,2500000,2500000,366.850101,1.000000,0.000000,3225.000000,914907852.000000,348680137.000000,87439808.000000,11747160.000000,107029650.000000,30112434.000000,14986858.000000,135549.000000
313206779,49954166378,0,1783284709831452294,2500000,2500000,375.862878,0.000000,0.000000,3224.000000,937450437.000000,348675126.000000,87438008.000000,11733896.000000,107027867.000000,28390496.000000,14696686.000000,219124.000000
313858786,49954166378,0,1783284710722157001,2500000,2500000,376.407444,0.000000,0.000000,3224.000000,938808615.000000,348669691.000000,87437593.000000,11748060.000000,107026752.000000,28379712.000000,14730185.000000,220635.000000
315262301,49954166378,0,1783284711641914382,2500000,2500000,378.095767,0.000000,0.000000,3224.000000,943018602.000000,348671119.000000,87437811.000000,11728659.000000,107027118.000000,28398585.000000,14956353.000000,216158.000000
312151570,49954166378,0,1783284712523195057,2500000,2500000,374.680431,0.000000,0.000000,3224.000000,934501455.000000,348670344.000000,87437729.000000,11758275.000000,107026911.000000,28358251.000000,14479101.000000,212870.000000
313282868,49954166378,0,1783284713434505708,2500000,2500000,375.860637,0.000000,0.000000,3224.000000,937444523.000000,348669930.000000,87437605.000000,11748176.000000,107026780.000000,28381917.000000,14689503.000000,210224.000000
315186141,49954166378,0,1783284714337733526,2500000,2500000,377.843654,0.000000,0.000000,3224.000000,942390130.000000,348670904.000000,87437804.000000,11759800.000000,107027047.000000,28376234.000000,14928005.000000,223971.000000
312601901,49954166378,0,1783284715263664871,2500000,2500000,375.128017,0.000000,0.000000,3224.000000,935617599.000000,348670662.000000,87437762.000000,11785509.000000,107026979.000000,28372721.000000,14428472.000000,214402.000000
314526124,49954166378,0,1783284716157661034,2500000,2500000,377.186747,0.000000,0.000000,3224.000000,940752018.000000,348669899.000000,87437612.000000,11770907.000000,107026767.000000,28369994.000000,14702074.000000,236384.000000
315465289,49954166378,0,1783284717068449110,2500000,2500000,378.344479,0.000000,0.000000,3224.000000,943640343.000000,348671518.000000,87437888.000000,11724195.000000,107027174.000000,28411454.000000,15096988.000000,218167.000000
313395694,49954166378,0,1783284717982970903,2500000,2500000,375.970071,0.000000,0.000000,3224.000000,937716181.000000,348671529.000000,87437851.000000,11743820.000000,107027160.000000,28373728.000000,14556107.000000,219280.000000
315290491,49954166378,0,1783284718910764438,2500000,2500000,377.351533,1.000000,0.000000,3225.000000,941136321.000000,348680711.000000,87439925.000000,11749764.000000,107029764.000000,28607837.000000,15028605.000000,213701.000000
313733072,49954166378,0,1783284719813976682,2500000,2500000,376.461380,0.000000,0.000000,3224.000000,938942656.000000,348685535.000000,87440685.000000,11764838.000000,107030125.000000,28378831.000000,14753591.000000,209035.000000
311493679,49954166378,0,1783284720705440756,2500000,2500000,374.115099,0.000000,0.000000,3224.000000,933089703.000000,348670720.000000,87437803.000000,11750389.000000,107026943.000000,28339529.000000,14473849.000000,210475.000000
317675393,49954166378,0,1783284721634222815,2500000,2500000,380.696330,0.000000,0.000000,3224.000000,949506194.000000,348670600.000000,87437792.000000,11781881.000000,107026908.000000,28414300.000000,15582114.000000,190870.000000
314640131,49954166378,0,1783284722547723987,2500000,2500000,377.523402,0.000000,0.000000,3224.000000,941592038.000000,348671313.000000,87437935.000000,11762794.000000,107027122.000000,28378481.000000,14973696.000000,195035.000000
311927248,49954166378,0,1783284723443362777,2500000,2500000,374.298246,0.000000,0.000000,3224.000000,933547096.000000,348670551.000000,87437747.000000,11746318.000000,107026902.000000,28363302.000000,14396655.000000,206358.000000
313403071,49954166378,0,1783284724363237452,2500000,2500000,376.161901,0.000000,0.000000,3224.000000,938197105.000000,348670767.000000,87437770.000000,11754156.000000,107026925.000000,28366312.000000,14846503.000000,198374.000000
311525038,49954166378,0,1783284725261133008,2500000,2500000,373.983119,0.000000,0.000000,3224.000000,932762147.000000,348672100.000000,87437979.000000,11753512.000000,107027266.000000,28349311.000000,14471006.000000,198582.000000
312899262,49954166378,0,1783284726187861104,2500000,2500000,375.475081,0.000000,0.000000,3224.000000,936481786.000000,348681217.000000,87439969.000000,11746957.000000,107029250.000000,28361590.000000,14766092.000000,192721.000000
