cpufreq_before,duration,evidence,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses,timestamp,exit_code
2500000,317418259,49954166378,2500000,380.668699,0.000000,0.000000,3224.000000,949428226.000000,348669982.000000,87437668.000000,11759136.000000,107026847.000000,28372678.000000,15434467.000000,205036.000000,1783454448221838267,0
2500000,313337709,49954166378,2500000,376.084384,0.000000,0.000000,3224.000000,937994904.000000,348670539.000000,87437737.000000,11776599.000000,107026916.000000,28315416.000000,14586896.000000,214135.000000,1783454448650012560,0
2500000,311792977,49954166378,2500000,374.243132,0.000000,0.000000,3224.000000,933401599.000000,348671489.000000,87437881.000000,11761475.000000,107027145.000000,28343080.000000,14515502.000000,199282.000000,1783454449077203005,0
2500000,321087551,49954166378,2500000,384.904537,0.000000,0.000000,3224.000000,959993874.000000,348671502.000000,87437954.000000,11781419.000000,107027202.000000,28419179.000000,16067720.000000,214605.000000,1783454449501444610,0
2500000,313345551,49954166378,2500000,376.120441,0.000000,0.000000,3224.000000,938083876.000000,348671293.000000,87437871.000000,11764781.000000,107027095.000000,28360031.000000,14744185.000000,208674.000000,1783454449936339765,0
2500000,313168430,49954166378,2500000,375.806823,0.000000,0.000000,3224.000000,937302127.000000,348671148.000000,87437801.000000,11734679.000000,107027068.000000,28364261.000000,14609791.000000,223855.000000,1783454450361760258,0
2500000,314703480,49954166378,2500000,377.642035,0.000000,0.000000,3224.000000,941879983.000000,348672097.000000,87438102.000000,11767426.000000,107027363.000000,28396075.000000,14937684.000000,199158.000000,1783454450787055054,0
2500000,312526451,49954166378,2500000,375.148673,0.000000,0.000000,3224.000000,935657168.000000,348670218.000000,87437670.000000,11731076.000000,107026836.000000,28372130.000000,14505184.000000,222406.000000,1783454451212833373,0
2500000,319483566,49954166378,2500000,382.979599,0.000000,0.000000,3224.000000,955192370.000000,348670641.000000,87437752.000000,11778410.000000,107026944.000000,28441413.000000,15685212.000000,212887.000000,1783454451635757388,0
2500000,313946299,49954166378,2500000,376.821647,0.000000,0.000000,3224.000000,939832843.000000,348671319.000000,87437904.000000,11733449.000000,107027135.000000,28388525.000000,14745255.000000,212309.000000,1783454452068495249,0
2500000,315238401,49954166378,2500000,378.182662,0.000000,0.000000,3224.000000,943227834.000000,348672259.000000,87437996.000000,11771501.000000,107027338.000000,28386495.000000,14847836.000000,228544.000000,1783454452493036986,0
2500000,314836091,49954166378,2500000,377.730885,0.000000,0.000000,3224.000000,942099289.000000,348671415.000000,87437937.000000,11769078.000000,107027164.000000,28382956.000000,14822125.000000,219689.000000,1783454452921036691,0
2500000,313844152,49954166378,2500000,376.648774,0.000000,0.000000,3224.000000,939403016.000000,348670577.000000,87437802.000000,11783916.000000,107026975.000000,28370864.000000,14717727.000000,205615.000000,1783454453346927525,0
2500000,314732973,49954166378,2500000,377.695302,0.000000,0.000000,3224.000000,942012745.000000,348670444.000000,87437711.000000,11757480.000000,107026862.000000,28397901.000000,14823138.000000,219260.000000,1783454453777153115,0
2500000,312546285,49954166378,2500000,375.175582,0.000000,0.000000,3224.000000,935726574.000000,348670850.000000,87437802.000000,11770075.000000,107027017.000000,28346800.000000,14627777.000000,202933.000000,1783454454204483608,0
2500000,313634567,49954166378,2500000,376.506213,0.000000,0.000000,3224.000000,939046745.000000,348671001.000000,87437825.000000,11736779.000000,107027038.000000,28388955.000000,14650262.000000,217798.000000,1783454454629111704,0
2500000,312318886,49954166378,2500000,374.894193,0.000000,0.000000,3224.000000,935025664.000000,348670529.000000,87437741.000000,11760312.000000,107026922.000000,28348615.000000,14532501.000000,210561.000000,1783454455053707002,0
2500000,315675855,49954166378,2500000,378.766904,0.000000,0.000000,3224.000000,944686150.000000,348672279.000000,87438012.000000,11744671.000000,107027380.000000,28337405.000000,15137470.000000,220422.000000,1783454455476803452,0
2500000,312620501,49954166378,2500000,375.273702,0.000000,0.000000,3224.000000,935971499.000000,348671084.000000,87437861.000000,11766204.000000,107027072.000000,28360662.000000,14665811.000000,200163.000000,1783454455905665337,0
2500000,312466086,49954166378,2500000,375.114869,0.000000,0.000000,3224.000000,935576314.000000,348669491.000000,87437512.000000,11754141.000000,107026676.000000,28358402.000000,14464839.000000,211013.000000,1783454456330033851,0
2500000,312533171,49954166378,2500000,375.114799,0.000000,0.000000,3224.000000,935575973.000000,348670992.000000,87437781.000000,11744468.000000,107026984.000000,28365224.000000,14666880.000000,203284.000000,1783454456756390850,0
2500000,312607506,49954166378,2500000,375.263937,0.000000,0.000000,3224.000000,935947975.000000,348673037.000000,87438372.000000,11747721.000000,107027661.000000,28377135.000000,14519142.000000,223500.000000,1783454457178122158,0
2500000,314612960,49954166378,2500000,377.449769,0.000000,0.000000,3224.000000,941401804.000000,348670161.000000,87437686.000000,11780404.000000,107026825.000000,28371055.000000,14865575.000000,218609.000000,1783454457603030766,0
2500000,313481334,49954166378,2500000,376.109469,0.000000,0.000000,3224.000000,938056177.000000,348669982.000000,87437621.000000,11757463.000000,107026764.000000,28367366.000000,14548609.000000,221133.000000,1783454458028166543,0
2500000,316663449,49954166378,2500000,379.797463,0.000000,0.000000,3224.000000,947255291.000000,348671493.000000,87437975.000000,11781443.000000,107027226.000000,28393895.000000,15282672.000000,200928.000000,1783454458452409640,0
2500000,312520905,49954166378,2500000,375.104656,0.000000,0.000000,3224.000000,935551242.000000,348670217.000000,87437669.000000,11734076.000000,107026834.000000,28369124.000000,14570883.000000,218976.000000,1783454458880916034,0
2500000,313699612,49954166378,2500000,376.512303,0.000000,0.000000,3224.000000,939062970.000000,348670293.000000,87437721.000000,11746902.000000,107026870.000000,28385078.000000,14868611.000000,196932.000000,1783454459305307004,0
2500000,313152384,49954166378,2500000,375.785651,0.000000,0.000000,3224.000000,937249495.000000,348670858.000000,87437879.000000,11744385.000000,107027082.000000,28373178.000000,14476226.000000,229474.000000,1783454459731357189,0
2500000,314341249,49954166378,2500000,377.188684,0.000000,0.000000,3224.000000,940746370.000000,348671273.000000,87437912.000000,11735382.000000,107027148.000000,28394101.000000,14820776.000000,216408.000000,1783454460156816908,0
