duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:cycles,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cache-misses,perf:l2_rqsts.all_demand_miss,perf:L1-dcache-misses
311761690,49954166378,0,1783119335739412665,2500000,2499997,932920174.000000,2.000000,0.000000,3224.000000,1250553.000000,15031234.000000,28368712.000000
312263377,49954166378,0,1783119336942500156,2500000,2500000,934479075.000000,1.000000,0.000000,3224.000000,1274505.000000,15072791.000000,28364178.000000
311131517,49954166378,0,1783119338083710494,2500000,2500000,931520955.000000,1.000000,0.000000,3224.000000,1249149.000000,14940462.000000,28367970.000000
311792768,49954166378,0,1783119339117434934,2500000,2499998,933146783.000000,0.000000,0.000000,3224.000000,1253142.000000,15059188.000000,28305787.000000
312797768,49954166378,0,1783119340058641187,2500000,2500002,936174097.000000,0.000000,0.000000,3224.000000,1292299.000000,15149119.000000,28366512.000000
311852566,49954166378,0,1783119341027254915,2500000,2500001,933291060.000000,1.000000,0.000000,3224.000000,1295153.000000,14969650.000000,28351170.000000
312198236,49954166378,0,1783119341969242527,2500000,2499999,934189127.000000,1.000000,0.000000,3224.000000,1294300.000000,15053560.000000,28356123.000000
310565120,49954166378,0,1783119342925195200,2500000,2499996,929656236.000000,2.000000,0.000000,3224.000000,1257431.000000,14826764.000000,28353323.000000
314447343,49954166378,0,1783119343857764781,2500000,2500003,940485307.000000,1.000000,0.000000,3224.000000,1247417.000000,15535349.000000,28410036.000000
311555793,49954166378,0,1783119345119249172,2500000,2499998,932703725.000000,0.000000,0.000000,3224.000000,1243434.000000,15002763.000000,28361145.000000
348873588,49954166378,0,1783119346172115683,2500000,2499998,937580684.000000,729.000000,0.000000,3224.000000,1334820.000000,15154281.000000,28554389.000000
311770165,49954166378,0,1783119347265874837,2500000,2500000,933190046.000000,1.000000,0.000000,3224.000000,1257701.000000,15027806.000000,28366868.000000
